Country,State,LGA,Period,Persons with clinically diagnosed Malaria,Persons with confirmed uncomplicated Malaria,malaria_cases,Malaria Test Positivity Rate
Nigeria,Akwa-Ibom,Abak,1/1/2020,,859,859,72.5
Nigeria,Akwa-Ibom,Abak,2/1/2020,189,884,1073,70.9
Nigeria,Akwa-Ibom,Abak,3/1/2020,34,838,872,70
Nigeria,Akwa-Ibom,Abak,4/1/2020,68,758,826,71.5
Nigeria,Akwa-Ibom,Abak,5/1/2020,115,413,528,68.7
Nigeria,Akwa-Ibom,Abak,6/1/2020,46,723,769,77.4
Nigeria,Akwa-Ibom,Abak,7/1/2020,7,586,593,72.2
Nigeria,Akwa-Ibom,Abak,8/1/2020,36,946,982,79.4
Nigeria,Akwa-Ibom,Abak,9/1/2020,197,806,1003,60.5
Nigeria,Akwa-Ibom,Abak,10/1/2020,75,809,884,54
Nigeria,Akwa-Ibom,Abak,11/1/2020,97,814,911,55.1
Nigeria,Akwa-Ibom,Abak,12/1/2020,,724,724,55
Nigeria,Akwa-Ibom,Eastern Obolo,1/1/2020,,589,589,83.1
Nigeria,Akwa-Ibom,Eastern Obolo,2/1/2020,,517,517,84.6
Nigeria,Akwa-Ibom,Eastern Obolo,3/1/2020,,457,457,87.7
Nigeria,Akwa-Ibom,Eastern Obolo,4/1/2020,,319,319,88.6
Nigeria,Akwa-Ibom,Eastern Obolo,5/1/2020,,369,369,87
Nigeria,Akwa-Ibom,Eastern Obolo,6/1/2020,,527,527,88.6
Nigeria,Akwa-Ibom,Eastern Obolo,7/1/2020,,144,144,80
Nigeria,Akwa-Ibom,Eastern Obolo,8/1/2020,,366,366,83
Nigeria,Akwa-Ibom,Eastern Obolo,9/1/2020,,412,412,76.1
Nigeria,Akwa-Ibom,Eastern Obolo,10/1/2020,,375,375,71.3
Nigeria,Akwa-Ibom,Eastern Obolo,11/1/2020,,356,356,75.7
Nigeria,Akwa-Ibom,Eastern Obolo,12/1/2020,,288,288,70.7
Nigeria,Akwa-Ibom,Eket,1/1/2020,23,433,456,60.5
Nigeria,Akwa-Ibom,Eket,2/1/2020,,242,242,87.7
Nigeria,Akwa-Ibom,Eket,3/1/2020,14,358,372,51.1
Nigeria,Akwa-Ibom,Eket,4/1/2020,14,374,388,72.5
Nigeria,Akwa-Ibom,Eket,5/1/2020,17,303,320,74.6
Nigeria,Akwa-Ibom,Eket,6/1/2020,178,212,390,65.2
Nigeria,Akwa-Ibom,Eket,7/1/2020,90,98,188,56
Nigeria,Akwa-Ibom,Eket,8/1/2020,4,457,461,65.8
Nigeria,Akwa-Ibom,Eket,9/1/2020,12,351,363,57.2
Nigeria,Akwa-Ibom,Eket,10/1/2020,,359,359,56.2
Nigeria,Akwa-Ibom,Eket,11/1/2020,17,328,345,52.2
Nigeria,Akwa-Ibom,Eket,12/1/2020,,394,394,56.5
Nigeria,Akwa-Ibom,Esit Eket,1/1/2020,22,357,379,68.7
Nigeria,Akwa-Ibom,Esit Eket,2/1/2020,37,383,420,78.3
Nigeria,Akwa-Ibom,Esit Eket,3/1/2020,89,418,507,75.7
Nigeria,Akwa-Ibom,Esit Eket,4/1/2020,27,347,374,76.7
Nigeria,Akwa-Ibom,Esit Eket,5/1/2020,39,205,244,75
Nigeria,Akwa-Ibom,Esit Eket,6/1/2020,156,176,332,79.5
Nigeria,Akwa-Ibom,Esit Eket,7/1/2020,117,104,221,75.2
Nigeria,Akwa-Ibom,Esit Eket,8/1/2020,11,400,411,73.3
Nigeria,Akwa-Ibom,Esit Eket,9/1/2020,25,379,404,70.7
Nigeria,Akwa-Ibom,Esit Eket,10/1/2020,24,410,434,64.5
Nigeria,Akwa-Ibom,Esit Eket,11/1/2020,,118,118,76.7
Nigeria,Akwa-Ibom,Esit Eket,12/1/2020,14,271,285,70.3
Nigeria,Akwa-Ibom,Essien Udim,1/1/2020,237,268,505,55.2
Nigeria,Akwa-Ibom,Essien Udim,2/1/2020,171,221,392,51
Nigeria,Akwa-Ibom,Essien Udim,3/1/2020,113,131,244,51.7
Nigeria,Akwa-Ibom,Essien Udim,4/1/2020,234,210,444,55.5
Nigeria,Akwa-Ibom,Essien Udim,5/1/2020,170,202,372,52.9
Nigeria,Akwa-Ibom,Essien Udim,6/1/2020,63,470,533,78.1
Nigeria,Akwa-Ibom,Essien Udim,7/1/2020,94,202,296,63
Nigeria,Akwa-Ibom,Essien Udim,8/1/2020,,947,947,85.7
Nigeria,Akwa-Ibom,Essien Udim,9/1/2020,100,571,671,80.6
Nigeria,Akwa-Ibom,Essien Udim,10/1/2020,,603,603,74.6
Nigeria,Akwa-Ibom,Essien Udim,11/1/2020,85,524,609,74.9
Nigeria,Akwa-Ibom,Essien Udim,12/1/2020,,786,786,80.2
Nigeria,Akwa-Ibom,Etim Ekpo,1/1/2020,,685,685,93.3
Nigeria,Akwa-Ibom,Etim Ekpo,2/1/2020,,745,745,91.2
Nigeria,Akwa-Ibom,Etim Ekpo,3/1/2020,,890,890,80.4
Nigeria,Akwa-Ibom,Etim Ekpo,4/1/2020,,876,876,90.3
Nigeria,Akwa-Ibom,Etim Ekpo,5/1/2020,,759,759,92.3
Nigeria,Akwa-Ibom,Etim Ekpo,6/1/2020,480,136,616,98
Nigeria,Akwa-Ibom,Etim Ekpo,7/1/2020,135,357,492,51.6
Nigeria,Akwa-Ibom,Etim Ekpo,8/1/2020,229,2937,3166,102.8
Nigeria,Akwa-Ibom,Etim Ekpo,9/1/2020,,699,699,87.7
Nigeria,Akwa-Ibom,Etim Ekpo,10/1/2020,,1272,1272,86.9
Nigeria,Akwa-Ibom,Etim Ekpo,11/1/2020,,1157,1157,86.9
Nigeria,Akwa-Ibom,Etim Ekpo,12/1/2020,,1303,1303,88.1
Nigeria,Akwa-Ibom,Etinan,1/1/2020,21,623,644,64.7
Nigeria,Akwa-Ibom,Etinan,2/1/2020,49,883,932,74.2
Nigeria,Akwa-Ibom,Etinan,3/1/2020,22,606,628,64.6
Nigeria,Akwa-Ibom,Etinan,4/1/2020,7,939,946,82.9
Nigeria,Akwa-Ibom,Etinan,5/1/2020,,531,531,73.2
Nigeria,Akwa-Ibom,Etinan,6/1/2020,20,861,881,81.5
Nigeria,Akwa-Ibom,Etinan,7/1/2020,51,315,366,77
Nigeria,Akwa-Ibom,Etinan,8/1/2020,28,1025,1053,69.5
Nigeria,Akwa-Ibom,Etinan,9/1/2020,57,861,918,76.2
Nigeria,Akwa-Ibom,Etinan,10/1/2020,17,982,999,68.1
Nigeria,Akwa-Ibom,Etinan,11/1/2020,18,688,706,64.3
Nigeria,Akwa-Ibom,Etinan,12/1/2020,17,1050,1067,71.6
Nigeria,Akwa-Ibom,Ibeno,1/1/2020,8,306,314,42.5
Nigeria,Akwa-Ibom,Ibeno,2/1/2020,33,413,446,53.6
Nigeria,Akwa-Ibom,Ibeno,3/1/2020,2,387,389,49.4
Nigeria,Akwa-Ibom,Ibeno,4/1/2020,20,325,345,62.6
Nigeria,Akwa-Ibom,Ibeno,5/1/2020,1,279,280,56.6
Nigeria,Akwa-Ibom,Ibeno,6/1/2020,79,390,469,65.6
Nigeria,Akwa-Ibom,Ibeno,7/1/2020,40,116,156,61.4
Nigeria,Akwa-Ibom,Ibeno,8/1/2020,6,386,392,60.7
Nigeria,Akwa-Ibom,Ibeno,9/1/2020,,373,373,68.9
Nigeria,Akwa-Ibom,Ibeno,10/1/2020,1,504,505,70
Nigeria,Akwa-Ibom,Ibeno,11/1/2020,,381,381,68
Nigeria,Akwa-Ibom,Ibeno,12/1/2020,6,339,345,64.7
Nigeria,Akwa-Ibom,Ibesikpo Asutan,1/1/2020,68,631,699,78.3
Nigeria,Akwa-Ibom,Ibesikpo Asutan,2/1/2020,,169,169,92.3
Nigeria,Akwa-Ibom,Ibesikpo Asutan,3/1/2020,,621,621,71.1
Nigeria,Akwa-Ibom,Ibesikpo Asutan,4/1/2020,,383,383,79.6
Nigeria,Akwa-Ibom,Ibesikpo Asutan,5/1/2020,,581,581,85.6
Nigeria,Akwa-Ibom,Ibesikpo Asutan,6/1/2020,,760,760,85.2
Nigeria,Akwa-Ibom,Ibesikpo Asutan,7/1/2020,,483,483,79.4
Nigeria,Akwa-Ibom,Ibesikpo Asutan,8/1/2020,36,544,580,67.3
Nigeria,Akwa-Ibom,Ibesikpo Asutan,9/1/2020,101,980,1081,80.7
Nigeria,Akwa-Ibom,Ibesikpo Asutan,10/1/2020,58,1115,1173,83.1
Nigeria,Akwa-Ibom,Ibesikpo Asutan,11/1/2020,129,539,668,69.5
Nigeria,Akwa-Ibom,Ibesikpo Asutan,12/1/2020,47,566,613,63.7
Nigeria,Akwa-Ibom,Ibiono Ibom,1/1/2020,,649,649,82.4
Nigeria,Akwa-Ibom,Ibiono Ibom,2/1/2020,35,627,662,80.9
Nigeria,Akwa-Ibom,Ibiono Ibom,3/1/2020,87,473,560,80.2
Nigeria,Akwa-Ibom,Ibiono Ibom,4/1/2020,50,413,463,82.9
Nigeria,Akwa-Ibom,Ibiono Ibom,5/1/2020,222,397,619,79.5
Nigeria,Akwa-Ibom,Ibiono Ibom,6/1/2020,429,359,788,87.3
Nigeria,Akwa-Ibom,Ibiono Ibom,7/1/2020,249,80,329,77.7
Nigeria,Akwa-Ibom,Ibiono Ibom,8/1/2020,,766,766,84.5
Nigeria,Akwa-Ibom,Ibiono Ibom,9/1/2020,,599,599,76.6
Nigeria,Akwa-Ibom,Ibiono Ibom,10/1/2020,,711,711,73.2
Nigeria,Akwa-Ibom,Ibiono Ibom,11/1/2020,,701,701,82.4
Nigeria,Akwa-Ibom,Ibiono Ibom,12/1/2020,,766,766,74.9
Nigeria,Akwa-Ibom,Ika,1/1/2020,134,1073,1207,82.8
Nigeria,Akwa-Ibom,Ika,2/1/2020,5,1670,1675,93.3
Nigeria,Akwa-Ibom,Ika,3/1/2020,281,1862,2143,97.6
Nigeria,Akwa-Ibom,Ika,4/1/2020,604,1451,2055,91.5
Nigeria,Akwa-Ibom,Ika,5/1/2020,259,896,1155,93.9
Nigeria,Akwa-Ibom,Ika,6/1/2020,730,1018,1748,95
Nigeria,Akwa-Ibom,Ika,7/1/2020,373,570,943,96.8
Nigeria,Akwa-Ibom,Ika,8/1/2020,174,1469,1643,106.4
Nigeria,Akwa-Ibom,Ika,9/1/2020,95,991,1086,89.2
Nigeria,Akwa-Ibom,Ika,10/1/2020,,1503,1503,91.1
Nigeria,Akwa-Ibom,Ika,11/1/2020,469,854,1323,94.6
Nigeria,Akwa-Ibom,Ika,12/1/2020,,917,917,82.5
Nigeria,Akwa-Ibom,Ikono,1/1/2020,37,372,409,63.6
Nigeria,Akwa-Ibom,Ikono,2/1/2020,,424,424,56.1
Nigeria,Akwa-Ibom,Ikono,3/1/2020,11,318,329,59.9
Nigeria,Akwa-Ibom,Ikono,4/1/2020,4,266,270,77.3
Nigeria,Akwa-Ibom,Ikono,5/1/2020,,283,283,70.6
Nigeria,Akwa-Ibom,Ikono,6/1/2020,72,381,453,78.8
Nigeria,Akwa-Ibom,Ikono,7/1/2020,13,152,165,80.4
Nigeria,Akwa-Ibom,Ikono,8/1/2020,,435,435,75.9
Nigeria,Akwa-Ibom,Ikono,9/1/2020,,371,371,63.4
Nigeria,Akwa-Ibom,Ikono,10/1/2020,,368,368,62.1
Nigeria,Akwa-Ibom,Ikono,11/1/2020,5,235,240,53.9
Nigeria,Akwa-Ibom,Ikono,12/1/2020,,261,261,59.4
Nigeria,Akwa-Ibom,Ikot Abasi,1/1/2020,11,1597,1608,75.7
Nigeria,Akwa-Ibom,Ikot Abasi,2/1/2020,19,1932,1951,85.2
Nigeria,Akwa-Ibom,Ikot Abasi,3/1/2020,26,1594,1620,86.1
Nigeria,Akwa-Ibom,Ikot Abasi,4/1/2020,27,1444,1471,79.7
Nigeria,Akwa-Ibom,Ikot Abasi,5/1/2020,294,731,1025,73
Nigeria,Akwa-Ibom,Ikot Abasi,6/1/2020,438,845,1283,83.6
Nigeria,Akwa-Ibom,Ikot Abasi,7/1/2020,125,525,650,90.4
Nigeria,Akwa-Ibom,Ikot Abasi,8/1/2020,303,1531,1834,89
Nigeria,Akwa-Ibom,Ikot Abasi,9/1/2020,25,840,865,71.5
Nigeria,Akwa-Ibom,Ikot Abasi,10/1/2020,84,1311,1395,79.2
Nigeria,Akwa-Ibom,Ikot Abasi,11/1/2020,,902,902,73.2
Nigeria,Akwa-Ibom,Ikot Abasi,12/1/2020,,921,921,76.4
Nigeria,Akwa-Ibom,Ikot Ekpene,1/1/2020,11,789,800,78.5
Nigeria,Akwa-Ibom,Ikot Ekpene,2/1/2020,9,900,909,86.5
Nigeria,Akwa-Ibom,Ikot Ekpene,3/1/2020,17,591,608,86.3
Nigeria,Akwa-Ibom,Ikot Ekpene,4/1/2020,36,525,561,75.2
Nigeria,Akwa-Ibom,Ikot Ekpene,5/1/2020,,431,431,111.6
Nigeria,Akwa-Ibom,Ikot Ekpene,6/1/2020,18,583,601,85.1
Nigeria,Akwa-Ibom,Ikot Ekpene,7/1/2020,16,467,483,73.6
Nigeria,Akwa-Ibom,Ikot Ekpene,8/1/2020,6,747,753,67.3
Nigeria,Akwa-Ibom,Ikot Ekpene,9/1/2020,14,599,613,65.3
Nigeria,Akwa-Ibom,Ikot Ekpene,10/1/2020,35,476,511,70
Nigeria,Akwa-Ibom,Ikot Ekpene,11/1/2020,18,573,591,68.6
Nigeria,Akwa-Ibom,Ikot Ekpene,12/1/2020,20,882,902,56.6
Nigeria,Akwa-Ibom,Ini,1/1/2020,7,358,365,66.5
Nigeria,Akwa-Ibom,Ini,2/1/2020,11,482,493,83.7
Nigeria,Akwa-Ibom,Ini,3/1/2020,11,406,417,86
Nigeria,Akwa-Ibom,Ini,4/1/2020,8,354,362,80.8
Nigeria,Akwa-Ibom,Ini,5/1/2020,23,367,390,85.5
Nigeria,Akwa-Ibom,Ini,6/1/2020,33,562,595,83.8
Nigeria,Akwa-Ibom,Ini,7/1/2020,9,178,187,78.8
Nigeria,Akwa-Ibom,Ini,8/1/2020,10,404,414,75.9
Nigeria,Akwa-Ibom,Ini,9/1/2020,30,310,340,159.8
Nigeria,Akwa-Ibom,Ini,10/1/2020,,402,402,79.3
Nigeria,Akwa-Ibom,Ini,11/1/2020,,394,394,81.3
Nigeria,Akwa-Ibom,Ini,12/1/2020,15,408,423,69.3
Nigeria,Akwa-Ibom,Itu,1/1/2020,,538,538,46.9
Nigeria,Akwa-Ibom,Itu,2/1/2020,,396,396,65.8
Nigeria,Akwa-Ibom,Itu,3/1/2020,,110,110,19.7
Nigeria,Akwa-Ibom,Itu,4/1/2020,,193,193,67
Nigeria,Akwa-Ibom,Itu,5/1/2020,11,396,407,61.9
Nigeria,Akwa-Ibom,Itu,6/1/2020,,444,444,55.1
Nigeria,Akwa-Ibom,Itu,7/1/2020,,156,156,65.3
Nigeria,Akwa-Ibom,Itu,8/1/2020,,566,566,64.8
Nigeria,Akwa-Ibom,Itu,9/1/2020,,460,460,53.8
Nigeria,Akwa-Ibom,Itu,10/1/2020,,448,448,57
Nigeria,Akwa-Ibom,Itu,11/1/2020,,437,437,45.7
Nigeria,Akwa-Ibom,Itu,12/1/2020,,463,463,50
Nigeria,Akwa-Ibom,Mbo,1/1/2020,,552,552,76.3
Nigeria,Akwa-Ibom,Mbo,2/1/2020,,543,543,82
Nigeria,Akwa-Ibom,Mbo,3/1/2020,6,488,494,79.4
Nigeria,Akwa-Ibom,Mbo,4/1/2020,,382,382,78.2
Nigeria,Akwa-Ibom,Mbo,5/1/2020,40,525,565,83.7
Nigeria,Akwa-Ibom,Mbo,6/1/2020,81,406,487,79.1
Nigeria,Akwa-Ibom,Mbo,7/1/2020,7,148,155,76.3
Nigeria,Akwa-Ibom,Mbo,8/1/2020,,474,474,79
Nigeria,Akwa-Ibom,Mbo,9/1/2020,,471,471,78.5
Nigeria,Akwa-Ibom,Mbo,10/1/2020,,663,663,73.6
Nigeria,Akwa-Ibom,Mbo,11/1/2020,33,444,477,68.6
Nigeria,Akwa-Ibom,Mbo,12/1/2020,5,550,555,76.3
Nigeria,Akwa-Ibom,Mkpat Enin,1/1/2020,,1756,1756,78.6
Nigeria,Akwa-Ibom,Mkpat Enin,2/1/2020,,1846,1846,71.8
Nigeria,Akwa-Ibom,Mkpat Enin,3/1/2020,91,1303,1394,72.9
Nigeria,Akwa-Ibom,Mkpat Enin,4/1/2020,,993,993,71.7
Nigeria,Akwa-Ibom,Mkpat Enin,5/1/2020,,516,516,70.1
Nigeria,Akwa-Ibom,Mkpat Enin,6/1/2020,221,412,633,78.5
Nigeria,Akwa-Ibom,Mkpat Enin,7/1/2020,81,170,251,77.6
Nigeria,Akwa-Ibom,Mkpat Enin,8/1/2020,,753,753,70.8
Nigeria,Akwa-Ibom,Mkpat Enin,9/1/2020,18,534,552,67.8
Nigeria,Akwa-Ibom,Mkpat Enin,10/1/2020,7,624,631,59
Nigeria,Akwa-Ibom,Mkpat Enin,11/1/2020,21,465,486,68.6
Nigeria,Akwa-Ibom,Mkpat Enin,12/1/2020,5,762,767,64.4
Nigeria,Akwa-Ibom,Nsit Atai,1/1/2020,,896,896,82
Nigeria,Akwa-Ibom,Nsit Atai,2/1/2020,,909,909,77.8
Nigeria,Akwa-Ibom,Nsit Atai,3/1/2020,34,829,863,79.5
Nigeria,Akwa-Ibom,Nsit Atai,4/1/2020,,621,621,79.7
Nigeria,Akwa-Ibom,Nsit Atai,5/1/2020,,667,667,84.3
Nigeria,Akwa-Ibom,Nsit Atai,6/1/2020,113,635,748,81.6
Nigeria,Akwa-Ibom,Nsit Atai,7/1/2020,52,103,155,71
Nigeria,Akwa-Ibom,Nsit Atai,8/1/2020,,724,724,79
Nigeria,Akwa-Ibom,Nsit Atai,9/1/2020,82,450,532,77.1
Nigeria,Akwa-Ibom,Nsit Atai,10/1/2020,,1007,1007,68.6
Nigeria,Akwa-Ibom,Nsit Atai,11/1/2020,175,437,612,86.5
Nigeria,Akwa-Ibom,Nsit Atai,12/1/2020,3,763,766,85.6
Nigeria,Akwa-Ibom,Nsit Ibom,1/1/2020,14,637,651,91.3
Nigeria,Akwa-Ibom,Nsit Ibom,2/1/2020,22,486,508,91.7
Nigeria,Akwa-Ibom,Nsit Ibom,3/1/2020,,817,817,93.3
Nigeria,Akwa-Ibom,Nsit Ibom,4/1/2020,684,786,1470,94.7
Nigeria,Akwa-Ibom,Nsit Ibom,5/1/2020,62,642,704,92.9
Nigeria,Akwa-Ibom,Nsit Ibom,6/1/2020,313,1237,1550,94.3
Nigeria,Akwa-Ibom,Nsit Ibom,7/1/2020,275,154,429,93.3
Nigeria,Akwa-Ibom,Nsit Ibom,8/1/2020,,1051,1051,88.9
Nigeria,Akwa-Ibom,Nsit Ibom,9/1/2020,4,791,795,84.2
Nigeria,Akwa-Ibom,Nsit Ibom,10/1/2020,22,1708,1730,86.4
Nigeria,Akwa-Ibom,Nsit Ibom,11/1/2020,79,710,789,93.7
Nigeria,Akwa-Ibom,Nsit Ibom,12/1/2020,,872,872,86.2
Nigeria,Akwa-Ibom,Nsit Ubium,1/1/2020,71,323,394,67.3
Nigeria,Akwa-Ibom,Nsit Ubium,2/1/2020,35,316,351,67.7
Nigeria,Akwa-Ibom,Nsit Ubium,3/1/2020,26,283,309,73.1
Nigeria,Akwa-Ibom,Nsit Ubium,4/1/2020,24,218,242,79.7
Nigeria,Akwa-Ibom,Nsit Ubium,5/1/2020,35,229,264,73.2
Nigeria,Akwa-Ibom,Nsit Ubium,6/1/2020,146,272,418,71
Nigeria,Akwa-Ibom,Nsit Ubium,7/1/2020,75,102,177,76.7
Nigeria,Akwa-Ibom,Nsit Ubium,8/1/2020,51,306,357,73.2
Nigeria,Akwa-Ibom,Nsit Ubium,9/1/2020,42,226,268,69.3
Nigeria,Akwa-Ibom,Nsit Ubium,10/1/2020,3,268,271,71.7
Nigeria,Akwa-Ibom,Nsit Ubium,11/1/2020,14,220,234,57
Nigeria,Akwa-Ibom,Nsit Ubium,12/1/2020,11,248,259,70.4
Nigeria,Akwa-Ibom,Obot Akara,1/1/2020,,1380,1380,74.1
Nigeria,Akwa-Ibom,Obot Akara,2/1/2020,,1464,1464,77.5
Nigeria,Akwa-Ibom,Obot Akara,3/1/2020,92,1169,1261,74.5
Nigeria,Akwa-Ibom,Obot Akara,4/1/2020,147,903,1050,80.3
Nigeria,Akwa-Ibom,Obot Akara,5/1/2020,395,806,1201,75.9
Nigeria,Akwa-Ibom,Obot Akara,6/1/2020,675,852,1527,79.8
Nigeria,Akwa-Ibom,Obot Akara,7/1/2020,146,274,420,71.2
Nigeria,Akwa-Ibom,Obot Akara,8/1/2020,,1332,1332,76.9
Nigeria,Akwa-Ibom,Obot Akara,9/1/2020,81,1296,1377,75.7
Nigeria,Akwa-Ibom,Obot Akara,10/1/2020,17,1328,1345,82
Nigeria,Akwa-Ibom,Obot Akara,11/1/2020,,1057,1057,76.3
Nigeria,Akwa-Ibom,Obot Akara,12/1/2020,17,1244,1261,79.3
Nigeria,Akwa-Ibom,Okobo,1/1/2020,,419,419,72.2
Nigeria,Akwa-Ibom,Okobo,2/1/2020,,396,396,72.7
Nigeria,Akwa-Ibom,Okobo,3/1/2020,,532,532,74.5
Nigeria,Akwa-Ibom,Okobo,4/1/2020,61,337,398,68.6
Nigeria,Akwa-Ibom,Okobo,5/1/2020,208,193,401,55
Nigeria,Akwa-Ibom,Okobo,6/1/2020,247,131,378,69.9
Nigeria,Akwa-Ibom,Okobo,7/1/2020,122,45,167,56.3
Nigeria,Akwa-Ibom,Okobo,8/1/2020,,466,466,75.2
Nigeria,Akwa-Ibom,Okobo,9/1/2020,,324,324,62.1
Nigeria,Akwa-Ibom,Okobo,10/1/2020,,613,613,66.2
Nigeria,Akwa-Ibom,Okobo,11/1/2020,,268,268,64.6
Nigeria,Akwa-Ibom,Okobo,12/1/2020,,424,424,71.4
Nigeria,Akwa-Ibom,Onna,1/1/2020,,2999,2999,87.1
Nigeria,Akwa-Ibom,Onna,2/1/2020,,4743,4743,91.4
Nigeria,Akwa-Ibom,Onna,3/1/2020,206,3198,3404,85.3
Nigeria,Akwa-Ibom,Onna,4/1/2020,,1788,1788,87.9
Nigeria,Akwa-Ibom,Onna,5/1/2020,,1758,1758,84.3
Nigeria,Akwa-Ibom,Onna,6/1/2020,,2780,2780,88.6
Nigeria,Akwa-Ibom,Onna,7/1/2020,,827,827,88.1
Nigeria,Akwa-Ibom,Onna,8/1/2020,,2036,2036,84
Nigeria,Akwa-Ibom,Onna,9/1/2020,,1386,1386,81.2
Nigeria,Akwa-Ibom,Onna,10/1/2020,,1548,1548,78.9
Nigeria,Akwa-Ibom,Onna,11/1/2020,,965,965,73.9
Nigeria,Akwa-Ibom,Onna,12/1/2020,,1603,1603,80.5
Nigeria,Akwa-Ibom,Oron,1/1/2020,84,1305,1389,57.6
Nigeria,Akwa-Ibom,Oron,2/1/2020,93,1118,1211,57.5
Nigeria,Akwa-Ibom,Oron,3/1/2020,137,1102,1239,51.7
Nigeria,Akwa-Ibom,Oron,4/1/2020,87,1031,1118,68.8
Nigeria,Akwa-Ibom,Oron,5/1/2020,5,609,614,52.1
Nigeria,Akwa-Ibom,Oron,6/1/2020,15,485,500,71.3
Nigeria,Akwa-Ibom,Oron,7/1/2020,16,332,348,63.1
Nigeria,Akwa-Ibom,Oron,8/1/2020,94,989,1083,68.8
Nigeria,Akwa-Ibom,Oron,9/1/2020,76,649,725,67.8
Nigeria,Akwa-Ibom,Oron,10/1/2020,69,797,866,53.8
Nigeria,Akwa-Ibom,Oron,11/1/2020,119,754,873,42.4
Nigeria,Akwa-Ibom,Oron,12/1/2020,52,741,793,47.2
Nigeria,Akwa-Ibom,Oruk Anam,1/1/2020,,1170,1170,77.8
Nigeria,Akwa-Ibom,Oruk Anam,2/1/2020,,1400,1400,76.3
Nigeria,Akwa-Ibom,Oruk Anam,3/1/2020,,1335,1335,81
Nigeria,Akwa-Ibom,Oruk Anam,4/1/2020,,887,887,79.6
Nigeria,Akwa-Ibom,Oruk Anam,5/1/2020,,942,942,71.6
Nigeria,Akwa-Ibom,Oruk Anam,6/1/2020,,936,936,82.1
Nigeria,Akwa-Ibom,Oruk Anam,7/1/2020,,540,540,83
Nigeria,Akwa-Ibom,Oruk Anam,8/1/2020,,1064,1064,80.4
Nigeria,Akwa-Ibom,Oruk Anam,9/1/2020,,980,980,79.4
Nigeria,Akwa-Ibom,Oruk Anam,10/1/2020,,881,881,78.7
Nigeria,Akwa-Ibom,Oruk Anam,11/1/2020,72,807,879,76
Nigeria,Akwa-Ibom,Oruk Anam,12/1/2020,52,1044,1096,72.4
Nigeria,Akwa-Ibom,Udung Uko,1/1/2020,14,309,323,82.4
Nigeria,Akwa-Ibom,Udung Uko,2/1/2020,,345,345,86
Nigeria,Akwa-Ibom,Udung Uko,3/1/2020,25,224,249,77.3
Nigeria,Akwa-Ibom,Udung Uko,4/1/2020,51,255,306,87.3
Nigeria,Akwa-Ibom,Udung Uko,5/1/2020,10,344,354,88
Nigeria,Akwa-Ibom,Udung Uko,6/1/2020,264,325,589,88.9
Nigeria,Akwa-Ibom,Udung Uko,7/1/2020,,71,71,94.7
Nigeria,Akwa-Ibom,Udung Uko,8/1/2020,29,360,389,87.6
Nigeria,Akwa-Ibom,Udung Uko,9/1/2020,1,351,352,117.3
Nigeria,Akwa-Ibom,Udung Uko,10/1/2020,33,422,455,82.6
Nigeria,Akwa-Ibom,Udung Uko,11/1/2020,,301,301,84.3
Nigeria,Akwa-Ibom,Udung Uko,12/1/2020,28,269,297,87.6
Nigeria,Akwa-Ibom,Ukanafun,1/1/2020,601,1418,2019,76.3
Nigeria,Akwa-Ibom,Ukanafun,2/1/2020,340,1773,2113,77.8
Nigeria,Akwa-Ibom,Ukanafun,3/1/2020,727,1173,1900,87.1
Nigeria,Akwa-Ibom,Ukanafun,4/1/2020,813,969,1782,82.6
Nigeria,Akwa-Ibom,Ukanafun,5/1/2020,1126,570,1696,84.3
Nigeria,Akwa-Ibom,Ukanafun,6/1/2020,1037,454,1491,82.1
Nigeria,Akwa-Ibom,Ukanafun,7/1/2020,19,385,404,80.8
Nigeria,Akwa-Ibom,Ukanafun,8/1/2020,46,1423,1469,78.9
Nigeria,Akwa-Ibom,Ukanafun,9/1/2020,,1161,1161,77.7
Nigeria,Akwa-Ibom,Ukanafun,10/1/2020,,1252,1252,82.9
Nigeria,Akwa-Ibom,Ukanafun,11/1/2020,,761,761,63.9
Nigeria,Akwa-Ibom,Ukanafun,12/1/2020,,1068,1068,70.5
Nigeria,Akwa-Ibom,Uruan,1/1/2020,,677,677,73.9
Nigeria,Akwa-Ibom,Uruan,2/1/2020,13,642,655,70.7
Nigeria,Akwa-Ibom,Uruan,3/1/2020,48,355,403,83.5
Nigeria,Akwa-Ibom,Uruan,4/1/2020,61,380,441,80.1
Nigeria,Akwa-Ibom,Uruan,5/1/2020,82,372,454,59.6
Nigeria,Akwa-Ibom,Uruan,6/1/2020,157,385,542,63.5
Nigeria,Akwa-Ibom,Uruan,7/1/2020,98,153,251,69.9
Nigeria,Akwa-Ibom,Uruan,8/1/2020,,554,554,70.6
Nigeria,Akwa-Ibom,Uruan,9/1/2020,164,564,728,64.9
Nigeria,Akwa-Ibom,Uruan,10/1/2020,79,605,684,74.1
Nigeria,Akwa-Ibom,Uruan,11/1/2020,52,603,655,77.3
Nigeria,Akwa-Ibom,Uruan,12/1/2020,81,439,520,57.8
Nigeria,Akwa-Ibom,Urue-Offong/Oruko,1/1/2020,,369,369,72.8
Nigeria,Akwa-Ibom,Urue-Offong/Oruko,2/1/2020,,370,370,78.2
Nigeria,Akwa-Ibom,Urue-Offong/Oruko,3/1/2020,26,305,331,80.4
