Country,State,LGA,Period,Persons with clinically diagnosed Malaria,Persons with confirmed uncomplicated Malaria,malaria_cases,Malaria Test Positivity Rate
Nigeria,Oyo,Ibarapa Central,5/1/2021,8,455,463,79.3
Nigeria,Oyo,Ibarapa Central,6/1/2021,,486,486,73.7
Nigeria,Oyo,Ibarapa Central,7/1/2021,111,633,744,90.5
Nigeria,Oyo,Ibarapa Central,8/1/2021,,752,752,83.6
Nigeria,Oyo,Ibarapa Central,9/1/2021,,611,611,79.7
Nigeria,Oyo,Ibarapa Central,10/1/2021,,640,640,72.9
Nigeria,Oyo,Ibarapa Central,11/1/2021,,630,630,68.9
Nigeria,Oyo,Ibarapa Central,12/1/2021,,433,433,63.7
Nigeria,Oyo,Ibarapa East,1/1/2021,92,359,451,80
Nigeria,Oyo,Ibarapa East,2/1/2021,61,313,374,72.3
Nigeria,Oyo,Ibarapa East,3/1/2021,9,359,368,78.9
Nigeria,Oyo,Ibarapa East,4/1/2021,6,301,307,77.6
Nigeria,Oyo,Ibarapa East,5/1/2021,41,384,425,81.6
Nigeria,Oyo,Ibarapa East,6/1/2021,34,463,497,77.5
Nigeria,Oyo,Ibarapa East,7/1/2021,40,652,692,81.9
Nigeria,Oyo,Ibarapa East,8/1/2021,,806,806,89.5
Nigeria,Oyo,Ibarapa East,9/1/2021,38,710,748,86.7
Nigeria,Oyo,Ibarapa East,10/1/2021,70,632,702,81.7
Nigeria,Oyo,Ibarapa East,11/1/2021,60,739,799,82.3
Nigeria,Oyo,Ibarapa East,12/1/2021,,465,465,70.3
Nigeria,Oyo,Ibarapa North,1/1/2021,,252,252,84.3
Nigeria,Oyo,Ibarapa North,2/1/2021,,176,176,77.8
Nigeria,Oyo,Ibarapa North,3/1/2021,,137,137,68.2
Nigeria,Oyo,Ibarapa North,4/1/2021,,210,210,77.5
Nigeria,Oyo,Ibarapa North,5/1/2021,,218,218,82.3
Nigeria,Oyo,Ibarapa North,6/1/2021,,266,266,79.4
Nigeria,Oyo,Ibarapa North,7/1/2021,,274,274,79.8
Nigeria,Oyo,Ibarapa North,8/1/2021,,530,530,84.8
Nigeria,Oyo,Ibarapa North,9/1/2021,,315,315,80.5
Nigeria,Oyo,Ibarapa North,10/1/2021,,210,210,69.5
Nigeria,Oyo,Ibarapa North,11/1/2021,1,165,166,62.2
Nigeria,Oyo,Ibarapa North,12/1/2021,9,129,138,58.4
Nigeria,Oyo,Ido,1/1/2021,86,1589,1675,84.4
Nigeria,Oyo,Ido,2/1/2021,,1421,1421,80.6
Nigeria,Oyo,Ido,3/1/2021,47,1605,1652,82.2
Nigeria,Oyo,Ido,4/1/2021,41,1699,1740,78.4
Nigeria,Oyo,Ido,5/1/2021,42,2077,2119,81.8
Nigeria,Oyo,Ido,6/1/2021,20,2869,2889,78.6
Nigeria,Oyo,Ido,7/1/2021,,2889,2889,82.3
Nigeria,Oyo,Ido,8/1/2021,,2317,2317,82.9
Nigeria,Oyo,Ido,9/1/2021,,2114,2114,79.7
Nigeria,Oyo,Ido,10/1/2021,,1898,1898,81.2
Nigeria,Oyo,Ido,11/1/2021,,1994,1994,78.8
Nigeria,Oyo,Ido,12/1/2021,,2653,2653,81.3
Nigeria,Oyo,Irepo,1/1/2021,,656,656,84.6
Nigeria,Oyo,Irepo,2/1/2021,,444,444,82.1
Nigeria,Oyo,Irepo,3/1/2021,,462,462,74.6
Nigeria,Oyo,Irepo,4/1/2021,,465,465,83.8
Nigeria,Oyo,Irepo,5/1/2021,,519,519,81
Nigeria,Oyo,Irepo,6/1/2021,,675,675,80.2
Nigeria,Oyo,Irepo,7/1/2021,,636,636,83.5
Nigeria,Oyo,Irepo,8/1/2021,,690,690,78.5
Nigeria,Oyo,Irepo,9/1/2021,,725,725,81.1
Nigeria,Oyo,Irepo,10/1/2021,,454,454,73.4
Nigeria,Oyo,Irepo,11/1/2021,,441,441,65.9
Nigeria,Oyo,Irepo,12/1/2021,,400,400,57.6
Nigeria,Oyo,Iseyin,1/1/2021,307,622,929,72.3
Nigeria,Oyo,Iseyin,2/1/2021,235,444,679,67.8
Nigeria,Oyo,Iseyin,3/1/2021,153,485,638,68.5
Nigeria,Oyo,Iseyin,4/1/2021,123,499,622,73.8
Nigeria,Oyo,Iseyin,5/1/2021,148,676,824,87.3
Nigeria,Oyo,Iseyin,6/1/2021,146,721,867,78.1
Nigeria,Oyo,Iseyin,7/1/2021,134,800,934,80.4
Nigeria,Oyo,Iseyin,8/1/2021,160,985,1145,79.8
Nigeria,Oyo,Iseyin,9/1/2021,16,874,890,86.3
Nigeria,Oyo,Iseyin,10/1/2021,10,707,717,65
Nigeria,Oyo,Iseyin,11/1/2021,28,768,796,59.8
Nigeria,Oyo,Iseyin,12/1/2021,58,628,686,62.6
Nigeria,Oyo,Itesiwaju,1/1/2021,178,734,912,77.5
Nigeria,Oyo,Itesiwaju,2/1/2021,102,594,696,82.2
Nigeria,Oyo,Itesiwaju,3/1/2021,,497,497,78.5
Nigeria,Oyo,Itesiwaju,4/1/2021,1,712,713,81.6
Nigeria,Oyo,Itesiwaju,5/1/2021,,809,809,84.5
Nigeria,Oyo,Itesiwaju,6/1/2021,120,1074,1194,83.9
Nigeria,Oyo,Itesiwaju,7/1/2021,94,1037,1131,88.6
Nigeria,Oyo,Itesiwaju,8/1/2021,189,1354,1543,92
Nigeria,Oyo,Itesiwaju,9/1/2021,,898,898,84.1
Nigeria,Oyo,Itesiwaju,10/1/2021,,795,795,77.7
Nigeria,Oyo,Itesiwaju,11/1/2021,,917,917,82.3
Nigeria,Oyo,Itesiwaju,12/1/2021,,781,781,65.4
Nigeria,Oyo,Iwajowa,1/1/2021,40,664,704,83.7
Nigeria,Oyo,Iwajowa,2/1/2021,,470,470,82.8
Nigeria,Oyo,Iwajowa,3/1/2021,,316,316,77.5
Nigeria,Oyo,Iwajowa,4/1/2021,,497,497,86.4
Nigeria,Oyo,Iwajowa,5/1/2021,,498,498,83
Nigeria,Oyo,Iwajowa,6/1/2021,,553,553,85.3
Nigeria,Oyo,Iwajowa,7/1/2021,,790,790,87.1
Nigeria,Oyo,Iwajowa,8/1/2021,,923,923,89.8
Nigeria,Oyo,Iwajowa,9/1/2021,,731,731,88.2
Nigeria,Oyo,Iwajowa,10/1/2021,,614,614,79.4
Nigeria,Oyo,Iwajowa,11/1/2021,,511,511,69
Nigeria,Oyo,Iwajowa,12/1/2021,,443,443,71.2
Nigeria,Oyo,Kajola,1/1/2021,256,753,1009,79.3
Nigeria,Oyo,Kajola,2/1/2021,6,188,194,66.8
Nigeria,Oyo,Kajola,3/1/2021,100,479,579,70
Nigeria,Oyo,Kajola,4/1/2021,61,661,722,80.7
Nigeria,Oyo,Kajola,5/1/2021,58,1064,1122,86.9
Nigeria,Oyo,Kajola,6/1/2021,71,1244,1315,87.3
Nigeria,Oyo,Kajola,7/1/2021,91,1627,1718,86.4
Nigeria,Oyo,Kajola,8/1/2021,106,1679,1785,86.4
Nigeria,Oyo,Kajola,9/1/2021,45,1191,1236,84.7
Nigeria,Oyo,Kajola,10/1/2021,52,1179,1231,82.5
Nigeria,Oyo,Kajola,11/1/2021,3,1158,1161,80.4
Nigeria,Oyo,Kajola,12/1/2021,1,873,874,72.3
Nigeria,Oyo,Lagelu,1/1/2021,,1908,1908,81.5
Nigeria,Oyo,Lagelu,2/1/2021,,1463,1463,79.4
Nigeria,Oyo,Lagelu,3/1/2021,,1876,1876,77.8
Nigeria,Oyo,Lagelu,4/1/2021,97,1904,2001,79.5
Nigeria,Oyo,Lagelu,5/1/2021,,2217,2217,77.8
Nigeria,Oyo,Lagelu,6/1/2021,,2960,2960,86
Nigeria,Oyo,Lagelu,7/1/2021,,4136,4136,90.7
Nigeria,Oyo,Lagelu,8/1/2021,,3900,3900,88.1
Nigeria,Oyo,Lagelu,9/1/2021,,2205,2205,75.6
Nigeria,Oyo,Lagelu,10/1/2021,,1394,1394,57.6
Nigeria,Oyo,Lagelu,11/1/2021,,1279,1279,55.8
Nigeria,Oyo,Lagelu,12/1/2021,,1514,1514,51.8
Nigeria,Oyo,Ogbomosho North,1/1/2021,51,1757,1808,70.4
Nigeria,Oyo,Ogbomosho North,2/1/2021,77,1431,1508,64
Nigeria,Oyo,Ogbomosho North,3/1/2021,83,1220,1303,60
Nigeria,Oyo,Ogbomosho North,4/1/2021,108,1364,1472,74.4
Nigeria,Oyo,Ogbomosho North,5/1/2021,74,1933,2007,70.6
Nigeria,Oyo,Ogbomosho North,6/1/2021,46,2380,2426,72.2
Nigeria,Oyo,Ogbomosho North,7/1/2021,50,2435,2485,71.8
Nigeria,Oyo,Ogbomosho North,8/1/2021,83,2021,2104,78.3
Nigeria,Oyo,Ogbomosho North,9/1/2021,34,1518,1552,74
Nigeria,Oyo,Ogbomosho North,10/1/2021,158,1397,1555,74.2
Nigeria,Oyo,Ogbomosho North,11/1/2021,24,1514,1538,69.4
Nigeria,Oyo,Ogbomosho North,12/1/2021,64,1434,1498,66.7
Nigeria,Oyo,Ogbomosho South,1/1/2021,226,793,1019,86.3
Nigeria,Oyo,Ogbomosho South,2/1/2021,170,807,977,71
Nigeria,Oyo,Ogbomosho South,3/1/2021,,904,904,59
Nigeria,Oyo,Ogbomosho South,4/1/2021,5,1124,1129,61.8
Nigeria,Oyo,Ogbomosho South,5/1/2021,1,1152,1153,68.1
Nigeria,Oyo,Ogbomosho South,6/1/2021,,1591,1591,64.8
Nigeria,Oyo,Ogbomosho South,7/1/2021,,1340,1340,63
Nigeria,Oyo,Ogbomosho South,8/1/2021,,1576,1576,72.3
Nigeria,Oyo,Ogbomosho South,9/1/2021,,1235,1235,70.3
Nigeria,Oyo,Ogbomosho South,10/1/2021,,496,496,68
Nigeria,Oyo,Ogbomosho South,11/1/2021,,331,331,74
Nigeria,Oyo,Ogbomosho South,12/1/2021,,727,727,32.1
Nigeria,Oyo,Ogo Oluwa,1/1/2021,,693,693,86.9
Nigeria,Oyo,Ogo Oluwa,2/1/2021,,742,742,83.5
Nigeria,Oyo,Ogo Oluwa,3/1/2021,,681,681,89
Nigeria,Oyo,Ogo Oluwa,4/1/2021,,711,711,87.6
Nigeria,Oyo,Ogo Oluwa,5/1/2021,,836,836,86.3
Nigeria,Oyo,Ogo Oluwa,6/1/2021,,833,833,86.5
Nigeria,Oyo,Ogo Oluwa,7/1/2021,,786,786,85.8
Nigeria,Oyo,Ogo Oluwa,8/1/2021,,987,987,88.7
Nigeria,Oyo,Ogo Oluwa,9/1/2021,,615,615,84.3
Nigeria,Oyo,Ogo Oluwa,10/1/2021,,351,351,76.9
Nigeria,Oyo,Ogo Oluwa,11/1/2021,,376,376,81
Nigeria,Oyo,Ogo Oluwa,12/1/2021,,326,326,69.5
Nigeria,Oyo,Olorunsogo,1/1/2021,23,306,329,66.5
Nigeria,Oyo,Olorunsogo,2/1/2021,8,247,255,75.8
Nigeria,Oyo,Olorunsogo,3/1/2021,,230,230,63.9
Nigeria,Oyo,Olorunsogo,4/1/2021,5,193,198,66.2
Nigeria,Oyo,Olorunsogo,5/1/2021,9,260,269,66.2
Nigeria,Oyo,Olorunsogo,6/1/2021,7,409,416,78.5
Nigeria,Oyo,Olorunsogo,7/1/2021,8,352,360,78.1
Nigeria,Oyo,Olorunsogo,8/1/2021,9,442,451,83.3
Nigeria,Oyo,Olorunsogo,9/1/2021,18,300,318,74.1
Nigeria,Oyo,Olorunsogo,10/1/2021,7,253,260,64.6
Nigeria,Oyo,Olorunsogo,11/1/2021,13,253,266,58.8
Nigeria,Oyo,Olorunsogo,12/1/2021,17,187,204,52.9
Nigeria,Oyo,Oluyole,1/1/2021,21,2486,2507,49.9
Nigeria,Oyo,Oluyole,2/1/2021,,1903,1903,52.8
Nigeria,Oyo,Oluyole,3/1/2021,,1669,1669,47.2
Nigeria,Oyo,Oluyole,4/1/2021,,2436,2436,55.1
Nigeria,Oyo,Oluyole,5/1/2021,59,2247,2306,59.2
Nigeria,Oyo,Oluyole,6/1/2021,,3472,3472,64.9
Nigeria,Oyo,Oluyole,7/1/2021,,3310,3310,60.3
Nigeria,Oyo,Oluyole,8/1/2021,,3873,3873,59.2
Nigeria,Oyo,Oluyole,9/1/2021,,2587,2587,50.7
Nigeria,Oyo,Oluyole,10/1/2021,,2609,2609,53.8
Nigeria,Oyo,Oluyole,11/1/2021,,2625,2625,51.6
Nigeria,Oyo,Oluyole,12/1/2021,,2286,2286,49.2
Nigeria,Oyo,Ona Ara,1/1/2021,309,1615,1924,83.7
Nigeria,Oyo,Ona Ara,2/1/2021,114,1449,1563,84.3
Nigeria,Oyo,Ona Ara,3/1/2021,,1448,1448,80.5
Nigeria,Oyo,Ona Ara,4/1/2021,2,1197,1199,82.1
Nigeria,Oyo,Ona Ara,5/1/2021,,1658,1658,83.2
Nigeria,Oyo,Ona Ara,6/1/2021,43,2426,2469,82.8
Nigeria,Oyo,Ona Ara,7/1/2021,,2909,2909,83.8
Nigeria,Oyo,Ona Ara,8/1/2021,28,2829,2857,83.7
Nigeria,Oyo,Ona Ara,9/1/2021,,1865,1865,81.6
Nigeria,Oyo,Ona Ara,10/1/2021,,1771,1771,78.5
Nigeria,Oyo,Ona Ara,11/1/2021,,1467,1467,73.7
Nigeria,Oyo,Ona Ara,12/1/2021,5,2164,2169,74.5
Nigeria,Oyo,Orelope,1/1/2021,,519,519,80.6
Nigeria,Oyo,Orelope,2/1/2021,,504,504,74.6
Nigeria,Oyo,Orelope,3/1/2021,12,393,405,68.3
Nigeria,Oyo,Orelope,4/1/2021,,391,391,74.2
Nigeria,Oyo,Orelope,5/1/2021,,580,580,76.2
Nigeria,Oyo,Orelope,6/1/2021,,658,658,79.4
Nigeria,Oyo,Orelope,7/1/2021,,777,777,80.4
Nigeria,Oyo,Orelope,8/1/2021,,737,737,81
Nigeria,Oyo,Orelope,9/1/2021,,499,499,68.6
Nigeria,Oyo,Orelope,10/1/2021,,428,428,67.6
Nigeria,Oyo,Orelope,11/1/2021,,318,318,55.8
Nigeria,Oyo,Orelope,12/1/2021,,300,300,49.4
Nigeria,Oyo,Ori Ire,1/1/2021,40,642,682,80.5
Nigeria,Oyo,Ori Ire,2/1/2021,10,630,640,79.7
Nigeria,Oyo,Ori Ire,3/1/2021,10,585,595,78.9
Nigeria,Oyo,Ori Ire,4/1/2021,43,547,590,77.9
Nigeria,Oyo,Ori Ire,5/1/2021,123,574,697,83.8
Nigeria,Oyo,Ori Ire,6/1/2021,43,995,1038,84.3
Nigeria,Oyo,Ori Ire,7/1/2021,75,907,982,82.6
Nigeria,Oyo,Ori Ire,8/1/2021,13,1091,1104,84.8
Nigeria,Oyo,Ori Ire,9/1/2021,10,985,995,81.5
Nigeria,Oyo,Ori Ire,10/1/2021,13,584,597,72
Nigeria,Oyo,Ori Ire,11/1/2021,20,481,501,68.1
Nigeria,Oyo,Ori Ire,12/1/2021,,790,790,76.1
Nigeria,Oyo,Oyo East,1/1/2021,36,1435,1471,86.2
Nigeria,Oyo,Oyo East,2/1/2021,9,1132,1141,80
Nigeria,Oyo,Oyo East,3/1/2021,124,951,1075,77.4
Nigeria,Oyo,Oyo East,4/1/2021,92,918,1010,74.2
Nigeria,Oyo,Oyo East,5/1/2021,20,1025,1045,71.8
Nigeria,Oyo,Oyo East,6/1/2021,55,1351,1406,66.2
Nigeria,Oyo,Oyo East,7/1/2021,84,1522,1606,69.6
Nigeria,Oyo,Oyo East,8/1/2021,65,1787,1852,74
Nigeria,Oyo,Oyo East,9/1/2021,,1513,1513,71.7
Nigeria,Oyo,Oyo East,10/1/2021,12,1197,1209,70.6
Nigeria,Oyo,Oyo East,11/1/2021,23,1000,1023,63.4
Nigeria,Oyo,Oyo East,12/1/2021,23,1223,1246,60.1
Nigeria,Oyo,Oyo West,1/1/2021,,1552,1552,82.3
Nigeria,Oyo,Oyo West,2/1/2021,,995,995,78.2
Nigeria,Oyo,Oyo West,3/1/2021,,1182,1182,83.7
Nigeria,Oyo,Oyo West,4/1/2021,,1307,1307,85.6
Nigeria,Oyo,Oyo West,5/1/2021,,1200,1200,80.8
Nigeria,Oyo,Oyo West,6/1/2021,,1563,1563,84
Nigeria,Oyo,Oyo West,7/1/2021,,913,913,86.2
Nigeria,Oyo,Oyo West,8/1/2021,,1847,1847,86.1
Nigeria,Oyo,Oyo West,9/1/2021,,1309,1309,81.5
Nigeria,Oyo,Oyo West,10/1/2021,,515,515,73.4
Nigeria,Oyo,Oyo West,11/1/2021,,607,607,71.6
Nigeria,Oyo,Oyo West,12/1/2021,,686,686,77.9
Nigeria,Oyo,Saki East,1/1/2021,,905,905,75.3
Nigeria,Oyo,Saki East,2/1/2021,,793,793,90.1
Nigeria,Oyo,Saki East,3/1/2021,,744,744,86.4
Nigeria,Oyo,Saki East,4/1/2021,,811,811,84.5
Nigeria,Oyo,Saki East,5/1/2021,,978,978,89.4
Nigeria,Oyo,Saki East,6/1/2021,,1085,1085,90.6
Nigeria,Oyo,Saki East,7/1/2021,,1044,1044,92.9
Nigeria,Oyo,Saki East,8/1/2021,,1387,1387,90
Nigeria,Oyo,Saki East,9/1/2021,,893,893,86.9
Nigeria,Oyo,Saki East,10/1/2021,,866,866,84.3
Nigeria,Oyo,Saki East,11/1/2021,,775,775,84.6
Nigeria,Oyo,Saki East,12/1/2021,,580,580,83.6
Nigeria,Oyo,Saki West,1/1/2021,,1502,1502,78.2
Nigeria,Oyo,Saki West,2/1/2021,18,1076,1094,75.2
Nigeria,Oyo,Saki West,3/1/2021,,1092,1092,73.7
Nigeria,Oyo,Saki West,4/1/2021,,1129,1129,78.5
Nigeria,Oyo,Saki West,5/1/2021,,1292,1292,77.3
Nigeria,Oyo,Saki West,6/1/2021,,1465,1465,80.5
Nigeria,Oyo,Saki West,7/1/2021,,1622,1622,75.2
Nigeria,Oyo,Saki West,8/1/2021,,1644,1644,76.7
Nigeria,Oyo,Saki West,9/1/2021,,1538,1538,67.2
Nigeria,Oyo,Saki West,10/1/2021,,1431,1431,62.7
Nigeria,Oyo,Saki West,11/1/2021,,1198,1198,62
Nigeria,Oyo,Saki West,12/1/2021,33,1013,1046,51.3
Nigeria,Oyo,Surulere,1/1/2021,,691,691,77.9
Nigeria,Oyo,Surulere,2/1/2021,24,638,662,82.1
Nigeria,Oyo,Surulere,3/1/2021,10,621,631,82.9
Nigeria,Oyo,Surulere,4/1/2021,27,622,649,81.9
Nigeria,Oyo,Surulere,5/1/2021,35,760,795,84.9
Nigeria,Oyo,Surulere,6/1/2021,65,920,985,84.4
Nigeria,Oyo,Surulere,7/1/2021,14,888,902,86
Nigeria,Oyo,Surulere,8/1/2021,,1097,1097,89.3
Nigeria,Oyo,Surulere,9/1/2021,,840,840,85.9
Nigeria,Oyo,Surulere,10/1/2021,26,707,733,83.4
Nigeria,Oyo,Surulere,11/1/2021,34,547,581,74.9
Nigeria,Oyo,Surulere,12/1/2021,5,599,604,75.4
Nigeria,Oyo,Afijio,1/1/2022,6,487,493,60.1
Nigeria,Oyo,Afijio,2/1/2022,,382,382,50.9
Nigeria,Oyo,Afijio,3/1/2022,,372,372,47.5
Nigeria,Oyo,Afijio,4/1/2022,,483,483,63.1
Nigeria,Oyo,Afijio,5/1/2022,55,529,584,56.2
Nigeria,Oyo,Afijio,6/1/2022,,728,728,57.2
Nigeria,Oyo,Afijio,7/1/2022,,587,587,54.9
Nigeria,Oyo,Afijio,8/1/2022,,612,612,57.6
Nigeria,Oyo,Afijio,9/1/2022,,460,460,50.9
Nigeria,Oyo,Afijio,10/1/2022,,597,597,50.5
Nigeria,Oyo,Afijio,11/1/2022,,526,526,50.6
Nigeria,Oyo,Afijio,12/1/2022,,465,465,51.1
Nigeria,Oyo,Akinyele,1/1/2022,8,3193,3201,73.9
Nigeria,Oyo,Akinyele,2/1/2022,,2723,2723,63.6
Nigeria,Oyo,Akinyele,3/1/2022,,3633,3633,70.3
Nigeria,Oyo,Akinyele,4/1/2022,,3111,3111,77
Nigeria,Oyo,Akinyele,5/1/2022,,3618,3618,60.6
Nigeria,Oyo,Akinyele,6/1/2022,,4497,4497,64.4
Nigeria,Oyo,Akinyele,7/1/2022,,3625,3625,62.5
Nigeria,Oyo,Akinyele,8/1/2022,2,2372,2374,55.8
Nigeria,Oyo,Akinyele,9/1/2022,,1660,1660,51.1
Nigeria,Oyo,Akinyele,10/1/2022,,1853,1853,45.7
Nigeria,Oyo,Akinyele,11/1/2022,,2099,2099,41.9
Nigeria,Oyo,Akinyele,12/1/2022,,1817,1817,47.3
Nigeria,Oyo,Atiba,1/1/2022,144,577,721,59.7
Nigeria,Oyo,Atiba,2/1/2022,11,524,535,61.4
Nigeria,Oyo,Atiba,3/1/2022,3,405,408,58.4
Nigeria,Oyo,Atiba,4/1/2022,28,469,497,45.2
Nigeria,Oyo,Atiba,5/1/2022,264,652,916,48.5
Nigeria,Oyo,Atiba,6/1/2022,305,851,1156,51.2
Nigeria,Oyo,Atiba,7/1/2022,339,996,1335,62.3
Nigeria,Oyo,Atiba,8/1/2022,169,850,1019,64.6
Nigeria,Oyo,Atiba,9/1/2022,142,918,1060,59.2
Nigeria,Oyo,Atiba,10/1/2022,207,942,1149,55.8
Nigeria,Oyo,Atiba,11/1/2022,185,763,948,48.2
Nigeria,Oyo,Atiba,12/1/2022,189,682,871,50.5
Nigeria,Oyo,Atisbo,1/1/2022,,289,289,48.3
Nigeria,Oyo,Atisbo,2/1/2022,,268,268,48.8
Nigeria,Oyo,Atisbo,3/1/2022,,211,211,39
Nigeria,Oyo,Atisbo,4/1/2022,,275,275,50.7
Nigeria,Oyo,Atisbo,5/1/2022,,419,419,58.8
Nigeria,Oyo,Atisbo,6/1/2022,,509,509,53.5
Nigeria,Oyo,Atisbo,7/1/2022,,515,515,54.4
Nigeria,Oyo,Atisbo,8/1/2022,,523,523,61.2
Nigeria,Oyo,Atisbo,9/1/2022,,424,424,52.6
Nigeria,Oyo,Atisbo,10/1/2022,,450,450,56.1
Nigeria,Oyo,Atisbo,11/1/2022,,472,472,58.1
Nigeria,Oyo,Atisbo,12/1/2022,,284,284,56.5
Nigeria,Oyo,Egbeda,1/1/2022,,1115,1115,52.4
Nigeria,Oyo,Egbeda,2/1/2022,,1135,1135,51.4
Nigeria,Oyo,Egbeda,3/1/2022,,1290,1290,52.6
Nigeria,Oyo,Egbeda,4/1/2022,,1498,1498,59.1
Nigeria,Oyo,Egbeda,5/1/2022,,2119,2119,56.9
Nigeria,Oyo,Egbeda,6/1/2022,,2501,2501,54.4
Nigeria,Oyo,Egbeda,7/1/2022,,2293,2293,53.8
Nigeria,Oyo,Egbeda,8/1/2022,,1814,1814,55.7
Nigeria,Oyo,Egbeda,9/1/2022,,1586,1586,51.6
Nigeria,Oyo,Egbeda,10/1/2022,,1861,1861,50.3
Nigeria,Oyo,Egbeda,11/1/2022,,1578,1578,48.9
Nigeria,Oyo,Egbeda,12/1/2022,,1253,1253,46.9
Nigeria,Oyo,Ibadan North East,1/1/2022,,790,790,32.5
Nigeria,Oyo,Ibadan North East,2/1/2022,,800,800,34
Nigeria,Oyo,Ibadan North East,3/1/2022,,592,592,24.8
Nigeria,Oyo,Ibadan North East,4/1/2022,,1331,1331,48.2
Nigeria,Oyo,Ibadan North East,5/1/2022,,1393,1393,40.9
Nigeria,Oyo,Ibadan North East,6/1/2022,,2078,2078,43.3
Nigeria,Oyo,Ibadan North East,7/1/2022,,1784,1784,53.1
Nigeria,Oyo,Ibadan North East,8/1/2022,,1264,1264,41.7
Nigeria,Oyo,Ibadan North East,9/1/2022,,1028,1028,37.1
Nigeria,Oyo,Ibadan North East,10/1/2022,7,817,824,37.4
Nigeria,Oyo,Ibadan North East,11/1/2022,,914,914,38.7
Nigeria,Oyo,Ibadan North East,12/1/2022,,882,882,39.7
Nigeria,Oyo,Ibadan North,1/1/2022,462,2796,3258,64.9
Nigeria,Oyo,Ibadan North,2/1/2022,754,1591,2345,47.8
Nigeria,Oyo,Ibadan North,3/1/2022,251,2367,2618,56.5
Nigeria,Oyo,Ibadan North,4/1/2022,329,2821,3150,59.8
Nigeria,Oyo,Ibadan North,5/1/2022,346,3809,4155,62.2
Nigeria,Oyo,Ibadan North,6/1/2022,763,5794,6557,66.5
Nigeria,Oyo,Ibadan North,7/1/2022,275,4249,4524,64
Nigeria,Oyo,Ibadan North,8/1/2022,215,2730,2945,54.5
Nigeria,Oyo,Ibadan North,9/1/2022,507,2272,2779,39.8
Nigeria,Oyo,Ibadan North,10/1/2022,438,2352,2790,53.7
Nigeria,Oyo,Ibadan North,11/1/2022,368,2525,2893,51.1
Nigeria,Oyo,Ibadan North,12/1/2022,714,2032,2746,45.9
Nigeria,Oyo,Ibadan North West,1/1/2022,27,1362,1389,61.9
Nigeria,Oyo,Ibadan North West,2/1/2022,7,1320,1327,62.4
Nigeria,Oyo,Ibadan North West,3/1/2022,135,1459,1594,61.1
Nigeria,Oyo,Ibadan North West,4/1/2022,8,1715,1723,62.6
Nigeria,Oyo,Ibadan North West,5/1/2022,4,2138,2142,61.9
Nigeria,Oyo,Ibadan North West,6/1/2022,,2284,2284,55.9
Nigeria,Oyo,Ibadan North West,7/1/2022,,2151,2151,66
Nigeria,Oyo,Ibadan North West,8/1/2022,1,1371,1372,54.1
Nigeria,Oyo,Ibadan North West,9/1/2022,,1114,1114,52.8
Nigeria,Oyo,Ibadan North West,10/1/2022,10,873,883,40.4
Nigeria,Oyo,Ibadan North West,11/1/2022,,938,938,46.5
Nigeria,Oyo,Ibadan North West,12/1/2022,,945,945,49.1
Nigeria,Oyo,Ibadan South East,1/1/2022,,1214,1214,58.9
Nigeria,Oyo,Ibadan South East,2/1/2022,,1030,1030,57.7
Nigeria,Oyo,Ibadan South East,3/1/2022,,1357,1357,50.1
Nigeria,Oyo,Ibadan South East,4/1/2022,,1234,1234,57.9
Nigeria,Oyo,Ibadan South East,5/1/2022,,1579,1579,60.9
Nigeria,Oyo,Ibadan South East,6/1/2022,20,3260,3280,70.4
Nigeria,Oyo,Ibadan South East,7/1/2022,,2220,2220,66.8
Nigeria,Oyo,Ibadan South East,8/1/2022,,1577,1577,71.9
Nigeria,Oyo,Ibadan South East,9/1/2022,,2118,2118,69.6
Nigeria,Oyo,Ibadan South East,10/1/2022,19,1491,1510,58.6
Nigeria,Oyo,Ibadan South East,11/1/2022,,1335,1335,56.2
Nigeria,Oyo,Ibadan South East,12/1/2022,,1195,1195,58.8
Nigeria,Oyo,Ibadan South West,1/1/2022,108,3638,3746,67.6
Nigeria,Oyo,Ibadan South West,2/1/2022,49,3419,3468,64.3
Nigeria,Oyo,Ibadan South West,3/1/2022,5,3796,3801,65.8
Nigeria,Oyo,Ibadan South West,4/1/2022,5,4120,4125,66.5
Nigeria,Oyo,Ibadan South West,5/1/2022,2,4352,4354,64.5
Nigeria,Oyo,Ibadan South West,6/1/2022,10,3107,3117,52.4
Nigeria,Oyo,Ibadan South West,7/1/2022,215,3316,3531,54.1
Nigeria,Oyo,Ibadan South West,8/1/2022,4,3243,3247,58.2
Nigeria,Oyo,Ibadan South West,9/1/2022,8,2888,2896,57.2
Nigeria,Oyo,Ibadan South West,10/1/2022,119,3054,3173,50.3
Nigeria,Oyo,Ibadan South West,11/1/2022,19,2495,2514,53.8
Nigeria,Oyo,Ibadan South West,12/1/2022,7,2146,2153,49.5
Nigeria,Oyo,Ibarapa Central,1/1/2022,,392,392,61.8
Nigeria,Oyo,Ibarapa Central,2/1/2022,14,298,312,51.6
Nigeria,Oyo,Ibarapa Central,3/1/2022,,201,201,35.5
Nigeria,Oyo,Ibarapa Central,4/1/2022,17,235,252,39.2
Nigeria,Oyo,Ibarapa Central,5/1/2022,13,290,303,41.3
Nigeria,Oyo,Ibarapa Central,6/1/2022,10,365,375,41.8
